  4720   4720   0  0  0 
     0   140   2   1  2956
     2   140   2   1  2213
     4   140   2   1  1373
     6   140   2   1   954
     8   140   2   1   423
    10   140   2   1   372
    12   140   2   1   345
    14   140   2   1   308
    16   140   2   1   101
    48   140   2   1   115
    50   140   2   1   187
    52   140   2   1   118
    54   140   2   1    59
    56   140   2   1    48
   256   140   2   1    42
   270   140   2   1    43
   272   140   2   1    31
   388   140   2   1    35
   392   140   2   1   126
   394   140   2   1   182
   396   140   2   1   134
   398   140   2   1    87
   400   140   2   1    45
   402   140   2   1    20
   404   140   2   1    14
   406   140   2   1    13
   416   140   2   1   256
   418   140   2   1   234
   424   140   2   1   264
   426   140   2   1   524
   428   140   2   1   538
   430   140   2   1   627
   432   140   2   1   274
   434   140   2   1   100
   460   140   2   1   135
   462   140   2   1   266
   464   140   2   1   310
   466   140   2   1   352
   468   140   2   1   399
   470   140   2   1   566
   472   140   2   1   563
   474   140   2   1   212
   476   140   2   1    72
   478   140   2   1    60
   482   140   2   1   103
   490   140   2   1   106
   492   140   2   1   195
   494   140   2   1   349
   496   140   2   1  1047
   498   140   2   1   872
   500   140   2   1  1581
   502   140   2   1  2770
   504   140   2   1  3150
   506   140   2   1  3369
   508   140   2   1  3331
   510   140   2   1  3210
     0   141   2   1  3075
     2   141   2   1  1968
     4   141   2   1  1448
     6   141   2   1  1061
     8   141   2   1   560
    10   141   2   1   361
    12   141   2   1   258
    14   141   2   1   271
    16   141   2   1   165
    48   141   2   1   153
    50   141   2   1   137
    56   141   2   1    40
    58   141   2   1    42
    62   141   2   1    16
   270   141   2   1    47
   272   141   2   1    38
   274   141   2   1    18
   278   141   2   1     9
   280   141   2   1    11
   390   141   2   1    93
   394   141   2   1    87
   396   141   2   1   101
   398   141   2   1    88
   400   141   2   1    53
   402   141   2   1    28
   404   141   2   1    15
   406   141   2   1    12
   424   141   2   1   231
   426   141   2   1   615
   428   141   2   1   606
   430   141   2   1   543
   432   141   2   1   188
   434   141   2   1   100
   462   141   2   1   203
   464   141   2   1   286
   466   141   2   1   382
   468   141   2   1   403
   470   141   2   1   324
   472   141   2   1   466
   474   141   2   1   468
   476   141   2   1   122
   478   141   2   1    94
   480   141   2   1   106
   482   141   2   1   161
   484   141   2   1   208
   486   141   2   1   146
   490   141   2   1   106
   492   141   2   1   198
   494   141   2   1   868
   496   141   2   1  1337
   498   141   2   1  1271
   500   141   2   1  1775
   502   141   2   1  2982
   504   141   2   1  3283
   506   141   2   1  3480
   508   141   2   1  3389
   510   141   2   1  3307
     0   142   2   1  3098
     2   142   2   1  1610
     4   142   2   1  1383
     6   142   2   1  1224
     8   142   2   1  1033
    10   142   2   1   585
    12   142   2   1   307
    14   142   2   1   357
    16   142   2   1   247
    18   142   2   1    49
    58   142   2   1    43
    60   142   2   1    16
    62   142   2   1    20
   102   142   2   1     5
   268   142   2   1    34
   270   142   2   1    48
   272   142   2   1    33
   274   142   2   1    29
   276   142   2   1    22
   278   142   2   1    19
   280   142   2   1     7
   394   142   2   1    57
   396   142   2   1    94
   398   142   2   1    84
   400   142   2   1    50
   402   142   2   1    26
   404   142   2   1    18
   406   142   2   1    16
   424   142   2   1   399
   426   142   2   1   814
   428   142   2   1   823
   430   142   2   1   580
   432   142   2   1   120
   434   142   2   1   124
   464   142   2   1   273
   466   142   2   1   342
   468   142   2   1   374
   470   142   2   1   314
   472   142   2   1   414
   474   142   2   1   734
   476   142   2   1   416
   478   142   2   1   147
   480   142   2   1   133
   482   142   2   1   273
   484   142   2   1   355
   486   142   2   1   275
   488   142   2   1   188
   490   142   2   1   183
   492   142   2   1   518
   494   142   2   1  1412
   496   142   2   1  1459
   498   142   2   1  1560
   500   142   2   1  1893
   502   142   2   1  2879
   504   142   2   1  3354
   506   142   2   1  3438
   508   142   2   1  3417
   510   142   2   1  3415
     0   143   2   1  3043
     2   143   2   1  1554
     4   143   2   1  1277
     6   143   2   1  1374
     8   143   2   1  1372
    10   143   2   1  1249
    12   143   2   1   472
    14   143   2   1   216
    16   143   2   1   206
    18   143   2   1   228
    58   143   2   1    45
    60   143   2   1    30
    64   143   2   1    12
    66   143   2   1    14
   102   143   2   1     5
   104   143   2   1     5
   262   143   2   1    10
   264   143   2   1    25
   266   143   2   1    40
   268   143   2   1    45
   270   143   2   1    50
   272   143   2   1    41
   274   143   2   1    37
   276   143   2   1    30
   278   143   2   1    20
   396   143   2   1    86
   398   143   2   1    77
   400   143   2   1    37
   402   143   2   1    17
   404   143   2   1    16
   406   143   2   1    16
   408   143   2   1    12
   422   143   2   1   136
   424   143   2   1   539
   426   143   2   1  1191
   428   143   2   1  1046
   430   143   2   1   359
   432   143   2   1    88
   434   143   2   1    56
   464   143   2   1   239
   466   143   2   1   377
   468   143   2   1   360
   470   143   2   1   275
   472   143   2   1   348
   474   143   2   1   781
   476   143   2   1   985
   478   143   2   1   379
   480   143   2   1   320
   482   143   2   1   301
   484   143   2   1   396
   486   143   2   1   612
   488   143   2   1   488
   490   143   2   1   550
   492   143   2   1  1418
   494   143   2   1  1594
   496   143   2   1  1584
   498   143   2   1  1591
   500   143   2   1  1806
   502   143   2   1  2886
   504   143   2   1  3491
   506   143   2   1  3520
   508   143   2   1  3494
   510   143   2   1  3500
     0   144   2   1  2939
     2   144   2   1  1729
     4   144   2   1  1300
     6   144   2   1  1292
     8   144   2   1  1333
    10   144   2   1  1786
    12   144   2   1  1361
    14   144   2   1   256
    16   144   2   1   143
    18   144   2   1   187
    20   144   2   1   191
    58   144   2   1    51
    60   144   2   1    39
    62   144   2   1    12
    64   144   2   1    13
    66   144   2   1    34
    68   144   2   1    21
   104   144   2   1     5
   262   144   2   1    27
   264   144   2   1    44
   266   144   2   1    48
   268   144   2   1    48
   270   144   2   1    51
   272   144   2   1    51
   274   144   2   1    46
   276   144   2   1    30
   356   144   2   1   118
   374   144   2   1     5
   386   144   2   1    83
   388   144   2   1    45
   396   144   2   1    76
   398   144   2   1    54
   400   144   2   1    24
   404   144   2   1    13
   406   144   2   1    14
   408   144   2   1    12
   420   144   2   1   265
   422   144   2   1   621
   424   144   2   1  1436
   426   144   2   1  1340
   428   144   2   1   434
   430   144   2   1   212
   432   144   2   1    84
   434   144   2   1    37
   466   144   2   1   354
   468   144   2   1   278
   470   144   2   1   258
   472   144   2   1   328
   474   144   2   1   592
   476   144   2   1  1345
   478   144   2   1   887
   480   144   2   1   709
   482   144   2   1   685
   484   144   2   1   623
   486   144   2   1   989
   488   144   2   1   958
   490   144   2   1  1080
   492   144   2   1  1676
   494   144   2   1  1792
   496   144   2   1  1791
   498   144   2   1  1509
   500   144   2   1  1814
   502   144   2   1  2894
   504   144   2   1  3560
   506   144   2   1  3606
   508   144   2   1  3499
   510   144   2   1  3458
     0   145   2   1  2802
     2   145   2   1  2490
     4   145   2   1  1798
     6   145   2   1  1759
     8   145   2   1  1927
    10   145   2   1  2300
    12   145   2   1  2263
    14   145   2   1   827
    16   145   2   1   174
    18   145   2   1   111
    20   145   2   1   142
    56   145   2   1    70
    58   145   2   1    53
    60   145   2   1    47
    62   145   2   1    18
    64   145   2   1    41
    66   145   2   1    47
    68   145   2   1    38
    70   145   2   1    26
   104   145   2   1     6
   110   145   2   1     5
   260   145   2   1    30
   262   145   2   1    45
   264   145   2   1    49
   266   145   2   1    50
   268   145   2   1    53
   270   145   2   1    57
   272   145   2   1    53
   274   145   2   1    26
   350   145   2   1   133
   352   145   2   1   150
   354   145   2   1   185
   356   145   2   1    68
   362   145   2   1    19
   364   145   2   1    42
   366   145   2   1    73
   368   145   2   1    56
   370   145   2   1    14
   374   145   2   1     7
   376   145   2   1     8
   386   145   2   1    42
   388   145   2   1    65
   394   145   2   1    18
   396   145   2   1    52
   398   145   2   1    23
   400   145   2   1    28
   402   145   2   1    23
   404   145   2   1    12
   406   145   2   1     9
   416   145   2   1    68
   418   145   2   1   171
   420   145   2   1   698
   422   145   2   1  1511
   424   145   2   1  1700
   426   145   2   1  1001
   428   145   2   1   334
   430   145   2   1   325
   432   145   2   1   264
   434   145   2   1   209
   468   145   2   1   263
   470   145   2   1   241
   472   145   2   1   319
   474   145   2   1   356
   476   145   2   1  1160
   478   145   2   1  1353
   480   145   2   1   991
   482   145   2   1  1031
   484   145   2   1  1107
   486   145   2   1  1094
   488   145   2   1  1303
   490   145   2   1  1423
   492   145   2   1  1711
   494   145   2   1  1903
   496   145   2   1  1926
   498   145   2   1  1622
   500   145   2   1  1694
   502   145   2   1  2762
   504   145   2   1  3531
   506   145   2   1  3610
   508   145   2   1  3463
   510   145   2   1  3363
     0   146   2   1  2756
     2   146   2   1  3008
     4   146   2   1  3016
     6   146   2   1  2934
     8   146   2   1  2892
    10   146   2   1  2902
    12   146   2   1  2857
    14   146   2   1  2469
    16   146   2   1  1210
    18   146   2   1   216
    20   146   2   1   175
    54   146   2   1   100
    56   146   2   1   106
    58   146   2   1    65
    60   146   2   1    50
    62   146   2   1    38
    64   146   2   1    50
    66   146   2   1    57
    68   146   2   1    41
    70   146   2   1    33
    72   146   2   1    23
    74   146   2   1     9
    76   146   2   1     5
    78   146   2   1     5
    80   146   2   1     5
    84   146   2   1     5
    96   146   2   1     9
   104   146   2   1     6
   108   146   2   1     5
   258   146   2   1    33
   260   146   2   1    48
   262   146   2   1    50
   264   146   2   1    50
   266   146   2   1    53
   268   146   2   1    55
   270   146   2   1    54
   272   146   2   1    48
   274   146   2   1    27
   348   146   2   1    57
   350   146   2   1    35
   356   146   2   1    90
   362   146   2   1    42
   364   146   2   1    82
   366   146   2   1    58
   368   146   2   1    16
   370   146   2   1    17
   376   146   2   1     6
   378   146   2   1     5
   382   146   2   1    89
   386   146   2   1    50
   388   146   2   1   169
   396   146   2   1    37
   398   146   2   1    30
   400   146   2   1    40
   402   146   2   1    27
   404   146   2   1    21
   416   146   2   1   356
   418   146   2   1   324
   420   146   2   1  1190
   422   146   2   1  1784
   424   146   2   1  1768
   426   146   2   1  1130
   428   146   2   1   324
   430   146   2   1   316
   432   146   2   1   286
   434   146   2   1   380
   436   146   2   1   199
   438   146   2   1   169
   474   146   2   1   253
   476   146   2   1   390
   478   146   2   1  1133
   480   146   2   1  1345
   482   146   2   1  1248
   484   146   2   1  1170
   486   146   2   1  1234
   488   146   2   1  1331
   490   146   2   1  1478
   492   146   2   1  1752
   494   146   2   1  1855
   496   146   2   1  2055
   498   146   2   1  1633
   500   146   2   1  1894
   502   146   2   1  2806
   504   146   2   1  3446
   506   146   2   1  3608
   508   146   2   1  3579
   510   146   2   1  2572
     0   147   2   1  3068
     2   147   2   1  3200
     4   147   2   1  3232
     6   147   2   1  3222
     8   147   2   1  3177
    10   147   2   1  3089
    12   147   2   1  3018
    14   147   2   1  2972
    16   147   2   1  2765
    18   147   2   1  1951
    20   147   2   1   435
    22   147   2   1   155
    50   147   2   1   159
    52   147   2   1   162
    54   147   2   1   173
    56   147   2   1   146
    58   147   2   1    86
    60   147   2   1    63
    62   147   2   1    57
    64   147   2   1    63
    66   147   2   1    52
    68   147   2   1    28
    70   147   2   1    29
    72   147   2   1    45
    74   147   2   1    26
    76   147   2   1    23
    78   147   2   1    14
    80   147   2   1    14
    82   147   2   1    14
    84   147   2   1     9
    94   147   2   1    13
    96   147   2   1    12
   102   147   2   1     6
   104   147   2   1     6
   106   147   2   1     5
   240   147   2   1    10
   242   147   2   1     8
   256   147   2   1    39
   258   147   2   1    48
   260   147   2   1    51
   262   147   2   1    51
   264   147   2   1    51
   266   147   2   1    53
   268   147   2   1    53
   270   147   2   1    53
   272   147   2   1    49
   274   147   2   1    35
   276   147   2   1    22
   278   147   2   1    15
   316   147   2   1    11
   318   147   2   1     5
   344   147   2   1   195
   346   147   2   1   137
   348   147   2   1    71
   360   147   2   1    52
   366   147   2   1    29
