 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
 12.00  12.00  11.74  11.49  11.23  10.98  10.72  10.47  10.21   9.96   9.70   9.45   9.19   8.94   8.68   8.43   8.17   7.92   7.66   7.41   7.15   6.90   6.64   6.39   6.13   5.88   5.62   5.37   5.11   4.86   4.60   4.35   4.09   3.84   3.58   3.33   3.07   2.82   2.56   2.31   2.05   1.80   1.54   1.29   1.03   0.78   0.52   0.27   0.01  -0.24 -99.00 -99.00 
