   12.1334    12.3098    12.4862    12.6626    12.8390    13.0154    13.1918    13.3683    13.5446    13.7210    13.8974    14.0738    14.2502    14.4265    14.6028    14.7792    14.9554    15.1317    15.3080    15.4842    15.6604    15.8366    16.0127    16.1888    16.3649    16.5410    16.7169    16.8929    17.0689    17.2448    17.4206    17.5964    17.7722    17.9479    18.1236    18.2992    18.4747    18.6502    18.8257    19.0011    19.1765    19.3517    19.5269 
   12.1321    12.3089    12.4857    12.6625    12.8393    13.0161    13.1929    13.3697    13.5465    13.7233    13.9001    14.0768    14.2535    14.4303    14.6070    14.7837    14.9604    15.1370    15.3136    15.4902    15.6668    15.8434    16.0199    16.1964    16.3728    16.5493    16.7256    16.9020    17.0783    17.2546    17.4308    17.6070    17.7831    17.9592    18.1353    18.3112    18.4872    18.6631    18.8389    19.0147    19.1904    19.3661    19.5417 
   12.1309    12.3081    12.4853    12.6625    12.8397    13.0168    13.1940    13.3712    13.5483    13.7255    13.9026    14.0798    14.2569    14.4340    14.6111    14.7882    14.9653    15.1423    15.3193    15.4963    15.6732    15.8502    16.0271    16.2040    16.3808    16.5576    16.7344    16.9111    17.0878    17.2645    17.4411    17.6176    17.7941    17.9706    18.1470    18.3234    18.4997    18.6760    18.8522    19.0284    19.2044    19.3805    19.5564 
   12.1297    12.3073    12.4848    12.6624    12.8400    13.0175    13.1951    13.3727    13.5502    13.7278    13.9053    14.0828    14.2603    14.4378    14.6153    14.7928    14.9702    15.1476    15.3250    15.5024    15.6797    15.8571    16.0343    16.2116    16.3888    16.5660    16.7431    16.9203    17.0973    17.2744    17.4514    17.6283    17.8052    17.9821    18.1588    18.3356    18.5123    18.6889    18.8655    19.0421    19.2185    19.3949    19.5713 
   12.1285    12.3064    12.4844    12.6624    12.8403    13.0183    13.1962    13.3741    13.5521    13.7300    13.9079    14.0858    14.2637    14.4416    14.6195    14.7973    14.9752    15.1530    15.3308    15.5085    15.6862    15.8639    16.0416    16.2192    16.3969    16.5744    16.7520    16.9294    17.1069    17.2843    17.4617    17.6390    17.8163    17.9935    18.1707    18.3478    18.5249    18.7019    18.8789    19.0558    19.2327    19.4095    19.5862 
   12.1273    12.3056    12.4839    12.6623    12.8406    13.0190    13.1973    13.3756    13.5540    13.7323    13.9106    14.0889    14.2672    14.4454    14.6237    14.8019    14.9801    15.1583    15.3365    15.5146    15.6927    15.8709    16.0489    16.2269    16.4049    16.5829    16.7608    16.9387    17.1165    17.2943    17.4721    17.6498    17.8275    18.0051    18.1826    18.3601    18.5376    18.7150    18.8923    19.0696    19.2469    19.4240    19.6011 
   12.1260    12.3047    12.4835    12.6622    12.8409    13.0197    13.1984    13.3771    13.5558    13.7346    13.9132    14.0919    14.2706    14.4493    14.6279    14.8065    14.9851    15.1637    15.3423    15.5208    15.6993    15.8778    16.0562    16.2346    16.4130    16.5914    16.7697    16.9479    17.1262    17.3044    17.4825    17.6606    17.8387    18.0166    18.1946    18.3725    18.5503    18.7281    18.9059    19.0835    19.2611    19.4387    19.6162 
   12.1248    12.3039    12.4830    12.6621    12.8413    13.0204    13.1995    13.3786    13.5577    13.7368    13.9159    14.0950    14.2741    14.4531    14.6321    14.8112    14.9901    15.1691    15.3481    15.5270    15.7059    15.8848    16.0636    16.2424    16.4212    16.5999    16.7786    16.9572    17.1359    17.3145    17.4930    17.6714    17.8499    18.0283    18.2066    18.3849    18.5631    18.7413    18.9194    19.0975    19.2755    19.4534    19.6313 
   12.1235    12.3030    12.4826    12.6621    12.8416    13.0211    13.2006    13.3801    13.5596    13.7391    13.9186    14.0981    14.2775    14.4570    14.6364    14.8158    14.9952    15.1746    15.3539    15.5332    15.7125    15.8918    16.0710    16.2502    16.4294    16.6085    16.7875    16.9666    17.1456    17.3246    17.5035    17.6824    17.8612    18.0399    18.2187    18.3973    18.5760    18.7545    18.9330    19.1115    19.2899    19.4682    19.6464 
   12.1223    12.3022    12.4821    12.6620    12.8419    13.0219    13.2018    13.3817    13.5616    13.7414    13.9213    14.1012    14.2810    14.4609    14.6407    14.8205    15.0003    15.1800    15.3597    15.5395    15.7191    15.8988    16.0784    16.2580    16.4376    16.6171    16.7965    16.9760    17.1554    17.3347    17.5140    17.6933    17.8725    18.0517    18.2308    18.4099    18.5889    18.7678    18.9467    19.1255    19.3043    19.4830    19.6617 
   12.1210    12.3013    12.4816    12.6620    12.8423    13.0226    13.2029    13.3832    13.5635    13.7437    13.9240    14.1043    14.2845    14.4648    14.6450    14.8252    15.0053    15.1855    15.3656    15.5457    15.7258    15.9059    16.0859    16.2659    16.4458    16.6257    16.8056    16.9854    17.1652    17.3450    17.5247    17.7043    17.8839    18.0635    18.2430    18.4224    18.6018    18.7812    18.9604    19.1397    19.3188    19.4979    19.6770 
   12.1198    12.3005    12.4812    12.6619    12.8426    13.0233    13.2040    13.3847    13.5654    13.7461    13.9268    14.1074    14.2881    14.4687    14.6493    14.8299    15.0105    15.1910    15.3716    15.5520    15.7325    15.9130    16.0934    16.2737    16.4541    16.6344    16.8147    16.9949    17.1751    17.3552    17.5353    17.7154    17.8954    18.0753    18.2552    18.4351    18.6149    18.7946    18.9742    19.1539    19.3334    19.5129    19.6923 
