40.2903 40.2906 40.2908 40.2910 40.2912 40.2914 40.2915 40.2916 40.2917 40.2917 40.2917 40.2917 40.2916 40.2915 40.2914 40.2912 40.2910 40.2908 40.2906 40.2903 40.2899 40.2896 40.2892 40.2888 40.2883 40.2878 40.2873 40.2868 40.2862 40.2856 40.2849 40.2843 40.2835 40.2828 40.2820 40.2812 40.2804 40.2795 40.2786 40.2777 40.2767 40.2757 40.2747 40.2736 40.2725 40.2714 40.2702 40.2690 40.2678 40.2666 40.2653 40.2639 40.2626 40.2612 40.2598 40.2583 40.2569 40.2553 40.2538 40.2522 40.2506 40.2490 40.2473 40.2456 40.2438 40.2421 40.2403 40.2384 40.2365 40.2346 40.2327 40.2307 40.2287 40.2267 40.2247 40.2225 40.2204 40.2183 40.2161 40.2138 40.2116 40.2093 40.2070 40.2046 40.2023 40.1998 40.1974 40.1949 40.1924 40.1899 40.1873 40.1847 40.1820 40.1794 40.1767 40.1739 40.1711 40.1684 40.1655 40.1626 40.1597 40.1568 40.1539 40.1509 40.1478 40.1448 40.1417 40.1386 40.1354 40.1322 40.1290 40.1258 40.1225 40.1192 40.1158 40.1125 40.1090 40.1056 40.1021 40.0986 40.0951 40.0915 40.0879 40.0843 40.0806 40.0769 40.0732
40.3351 40.3354 40.3357 40.3359 40.3361 40.3363 40.3364 40.3365 40.3365 40.3366 40.3366 40.3365 40.3365 40.3364 40.3363 40.3361 40.3359 40.3357 40.3354 40.3351 40.3348 40.3344 40.3341 40.3336 40.3332 40.3327 40.3322 40.3316 40.3311 40.3304 40.3298 40.3291 40.3284 40.3277 40.3269 40.3261 40.3252 40.3244 40.3235 40.3225 40.3216 40.3206 40.3195 40.3185 40.3174 40.3162 40.3151 40.3139 40.3127 40.3114 40.3101 40.3088 40.3074 40.3060 40.3046 40.3032 40.3017 40.3002 40.2986 40.2970 40.2954 40.2938 40.2921 40.2904 40.2886 40.2869 40.2851 40.2832 40.2814 40.2795 40.2775 40.2755 40.2735 40.2715 40.2695 40.2674 40.2652 40.2631 40.2609 40.2586 40.2564 40.2541 40.2518 40.2494 40.2470 40.2446 40.2422 40.2397 40.2372 40.2346 40.2321 40.2294 40.2268 40.2241 40.2214 40.2187 40.2159 40.2131 40.2103 40.2074 40.2045 40.2016 40.1986 40.1956 40.1926 40.1895 40.1864 40.1833 40.1802 40.1770 40.1737 40.1705 40.1672 40.1639 40.1605 40.1572 40.1538 40.1503 40.1468 40.1433 40.1398 40.1362 40.1326 40.1290 40.1253 40.1216 40.1179
40.3800 40.3803 40.3805 40.3808 40.3809 40.3811 40.3812 40.3813 40.3814 40.3814 40.3814 40.3814 40.3813 40.3812 40.3811 40.3809 40.3808 40.3805 40.3803 40.3800 40.3796 40.3793 40.3789 40.3785 40.3780 40.3776 40.3770 40.3765 40.3759 40.3753 40.3746 40.3740 40.3733 40.3725 40.3717 40.3709 40.3701 40.3692 40.3683 40.3674 40.3664 40.3654 40.3644 40.3633 40.3622 40.3611 40.3599 40.3587 40.3575 40.3562 40.3549 40.3536 40.3523 40.3509 40.3495 40.3480 40.3465 40.3450 40.3434 40.3419 40.3402 40.3386 40.3369 40.3352 40.3335 40.3317 40.3299 40.3280 40.3262 40.3243 40.3223 40.3204 40.3184 40.3163 40.3143 40.3122 40.3100 40.3079 40.3057 40.3034 40.3012 40.2989 40.2966 40.2942 40.2918 40.2894 40.2870 40.2845 40.2820 40.2794 40.2768 40.2742 40.2716 40.2689 40.2662 40.2634 40.2607 40.2579 40.2550 40.2522 40.2493 40.2463 40.2434 40.2404 40.2373 40.2343 40.2312 40.2281 40.2249 40.2217 40.2185 40.2152 40.2119 40.2086 40.2053 40.2019 40.1985 40.1950 40.1915 40.1880 40.1845 40.1809 40.1773 40.1737 40.1700 40.1663 40.1626
40.4248 40.4251 40.4254 40.4256 40.4258 40.4260 40.4261 40.4262 40.4263 40.4263 40.4263 40.4263 40.4262 40.4261 40.4260 40.4258 40.4256 40.4254 40.4251 40.4248 40.4245 40.4242 40.4238 40.4234 40.4229 40.4224 40.4219 40.4213 40.4208 40.4202 40.4195 40.4188 40.4181 40.4174 40.4166 40.4158 40.4149 40.4141 40.4132 40.4122 40.4113 40.4103 40.4092 40.4081 40.4071 40.4059 40.4048 40.4036 40.4023 40.4011 40.3998 40.3985 40.3971 40.3957 40.3943 40.3928 40.3914 40.3898 40.3883 40.3867 40.3851 40.3834 40.3817 40.3800 40.3783 40.3765 40.3747 40.3729 40.3710 40.3691 40.3671 40.3652 40.3632 40.3611 40.3591 40.3570 40.3548 40.3527 40.3505 40.3483 40.3460 40.3437 40.3414 40.3390 40.3366 40.3342 40.3317 40.3293 40.3267 40.3242 40.3216 40.3190 40.3164 40.3137 40.3110 40.3082 40.3054 40.3026 40.2998 40.2969 40.2940 40.2911 40.2881 40.2851 40.2821 40.2790 40.2759 40.2728 40.2696 40.2664 40.2632 40.2600 40.2567 40.2533 40.2500 40.2466 40.2432 40.2397 40.2363 40.2327 40.2292 40.2256 40.2220 40.2184 40.2147 40.2110 40.2073
40.4697 40.4700 40.4703 40.4705 40.4707 40.4708 40.4710 40.4710 40.4711 40.4712 40.4712 40.4711 40.4710 40.4710 40.4708 40.4707 40.4705 40.4703 40.4700 40.4697 40.4694 40.4690 40.4686 40.4682 40.4678 40.4673 40.4668 40.4662 40.4656 40.4650 40.4644 40.4637 40.4630 40.4622 40.4614 40.4606 40.4598 40.4589 40.4580 40.4571 40.4561 40.4551 40.4541 40.4530 40.4519 40.4508 40.4496 40.4484 40.4472 40.4459 40.4446 40.4433 40.4419 40.4406 40.4391 40.4377 40.4362 40.4347 40.4331 40.4315 40.4299 40.4283 40.4266 40.4249 40.4231 40.4213 40.4195 40.4177 40.4158 40.4139 40.4120 40.4100 40.4080 40.4059 40.4039 40.4018 40.3996 40.3975 40.3953 40.3931 40.3908 40.3885 40.3862 40.3838 40.3814 40.3790 40.3765 40.3740 40.3715 40.3690 40.3664 40.3638 40.3611 40.3585 40.3557 40.3530 40.3502 40.3474 40.3446 40.3417 40.3388 40.3358 40.3329 40.3299 40.3268 40.3238 40.3207 40.3175 40.3144 40.3112 40.3079 40.3047 40.3014 40.2981 40.2947 40.2913 40.2879 40.2845 40.2810 40.2775 40.2739 40.2703 40.2667 40.2631 40.2594 40.2557 40.2519
40.5146 40.5149 40.5151 40.5153 40.5155 40.5157 40.5158 40.5159 40.5160 40.5160 40.5160 40.5160 40.5159 40.5158 40.5157 40.5155 40.5153 40.5151 40.5149 40.5146 40.5142 40.5139 40.5135 40.5131 40.5126 40.5121 40.5116 40.5111 40.5105 40.5099 40.5092 40.5085 40.5078 40.5071 40.5063 40.5055 40.5047 40.5038 40.5029 40.5019 40.5010 40.5000 40.4989 40.4978 40.4968 40.4956 40.4945 40.4933 40.4920 40.4908 40.4895 40.4881 40.4868 40.4854 40.4840 40.4825 40.4810 40.4795 40.4779 40.4764 40.4747 40.4731 40.4714 40.4697 40.4679 40.4662 40.4644 40.4625 40.4606 40.4587 40.4568 40.4548 40.4528 40.4508 40.4487 40.4466 40.4445 40.4423 40.4401 40.4379 40.4356 40.4333 40.4310 40.4286 40.4262 40.4238 40.4213 40.4188 40.4163 40.4138 40.4112 40.4086 40.4059 40.4032 40.4005 40.3978 40.3950 40.3922 40.3893 40.3865 40.3835 40.3806 40.3776 40.3746 40.3716 40.3685 40.3654 40.3623 40.3591 40.3559 40.3527 40.3494 40.3461 40.3428 40.3395 40.3361 40.3326 40.3292 40.3257 40.3222 40.3186 40.3150 40.3114 40.3078 40.3041 40.3004 40.2966
40.5594 40.5597 40.5600 40.5602 40.5604 40.5606 40.5607 40.5608 40.5609 40.5609 40.5609 40.5609 40.5608 40.5607 40.5606 40.5604 40.5602 40.5600 40.5597 40.5594 40.5591 40.5588 40.5584 40.5579 40.5575 40.5570 40.5565 40.5559 40.5553 40.5547 40.5541 40.5534 40.5527 40.5519 40.5512 40.5504 40.5495 40.5486 40.5477 40.5468 40.5458 40.5448 40.5438 40.5427 40.5416 40.5405 40.5393 40.5381 40.5369 40.5356 40.5343 40.5330 40.5316 40.5302 40.5288 40.5274 40.5259 40.5243 40.5228 40.5212 40.5196 40.5179 40.5162 40.5145 40.5128 40.5110 40.5092 40.5073 40.5055 40.5035 40.5016 40.4996 40.4976 40.4956 40.4935 40.4914 40.4893 40.4871 40.4849 40.4827 40.4804 40.4781 40.4758 40.4734 40.4710 40.4686 40.4661 40.4636 40.4611 40.4585 40.4560 40.4533 40.4507 40.4480 40.4453 40.4425 40.4398 40.4369 40.4341 40.4312 40.4283 40.4254 40.4224 40.4194 40.4163 40.4133 40.4102 40.4070 40.4039 40.4007 40.3974 40.3942 40.3909 40.3875 40.3842 40.3808 40.3774 40.3739 40.3704 40.3669 40.3633 40.3598 40.3561 40.3525 40.3488 40.3451 40.3413
40.6043 40.6046 40.6049 40.6051 40.6053 40.6054 40.6056 40.6057 40.6057 40.6058 40.6058 40.6057 40.6057 40.6056 40.6054 40.6053 40.6051 40.6049 40.6046 40.6043 40.6040 40.6036 40.6032 40.6028 40.6023 40.6019 40.6013 40.6008 40.6002 40.5996 40.5990 40.5983 40.5976 40.5968 40.5960 40.5952 40.5944 40.5935 40.5926 40.5917 40.5907 40.5897 40.5886 40.5876 40.5865 40.5853 40.5842 40.5830 40.5817 40.5805 40.5792 40.5778 40.5765 40.5751 40.5737 40.5722 40.5707 40.5692 40.5676 40.5660 40.5644 40.5628 40.5611 40.5594 40.5576 40.5558 40.5540 40.5522 40.5503 40.5484 40.5464 40.5444 40.5424 40.5404 40.5383 40.5362 40.5341 40.5319 40.5297 40.5275 40.5252 40.5229 40.5206 40.5182 40.5158 40.5134 40.5109 40.5084 40.5059 40.5033 40.5008 40.4981 40.4955 40.4928 40.4901 40.4873 40.4845 40.4817 40.4789 40.4760 40.4731 40.4701 40.4672 40.4641 40.4611 40.4580 40.4549 40.4518 40.4486 40.4454 40.4422 40.4389 40.4356 40.4323 40.4289 40.4255 40.4221 40.4186 40.4151 40.4116 40.4081 40.4045 40.4008 40.3972 40.3935 40.3898 40.3860
40.6492 40.6495 40.6497 40.6500 40.6501 40.6503 40.6505 40.6505 40.6506 40.6506 40.6506 40.6506 40.6505 40.6505 40.6503 40.6501 40.6500 40.6497 40.6495 40.6492 40.6488 40.6485 40.6481 40.6477 40.6472 40.6467 40.6462 40.6457 40.6451 40.6445 40.6438 40.6431 40.6424 40.6417 40.6409 40.6401 40.6392 40.6384 40.6375 40.6365 40.6355 40.6345 40.6335 40.6324 40.6313 40.6302 40.6290 40.6278 40.6266 40.6253 40.6240 40.6227 40.6213 40.6199 40.6185 40.6170 40.6156 40.6140 40.6125 40.6109 40.6093 40.6076 40.6059 40.6042 40.6024 40.6007 40.5988 40.5970 40.5951 40.5932 40.5913 40.5893 40.5873 40.5852 40.5831 40.5810 40.5789 40.5767 40.5745 40.5723 40.5700 40.5677 40.5654 40.5630 40.5606 40.5582 40.5557 40.5532 40.5507 40.5481 40.5455 40.5429 40.5403 40.5376 40.5349 40.5321 40.5293 40.5265 40.5236 40.5208 40.5178 40.5149 40.5119 40.5089 40.5059 40.5028 40.4997 40.4965 40.4934 40.4902 40.4869 40.4837 40.4804 40.4770 40.4737 40.4703 40.4668 40.4634 40.4599 40.4563 40.4528 40.4492 40.4456 40.4419 40.4382 40.4345 40.4308
40.6940 40.6943 40.6946 40.6948 40.6950 40.6952 40.6953 40.6954 40.6955 40.6955 40.6955 40.6955 40.6954 40.6953 40.6952 40.6950 40.6948 40.6946 40.6943 40.6940 40.6937 40.6934 40.6930 40.6925 40.6921 40.6916 40.6911 40.6905 40.6899 40.6893 40.6887 40.6880 40.6873 40.6865 40.6858 40.6850 40.6841 40.6832 40.6823 40.6814 40.6804 40.6794 40.6784 40.6773 40.6762 40.6750 40.6739 40.6727 40.6714 40.6702 40.6689 40.6675 40.6662 40.6648 40.6634 40.6619 40.6604 40.6589 40.6573 40.6557 40.6541 40.6524 40.6508 40.6490 40.6473 40.6455 40.6437 40.6418 40.6400 40.6380 40.6361 40.6341 40.6321 40.6300 40.6280 40.6259 40.6237 40.6215 40.6193 40.6171 40.6148 40.6125 40.6102 40.6078 40.6054 40.6030 40.6005 40.5980 40.5955 40.5929 40.5903 40.5877 40.5851 40.5824 40.5796 40.5769 40.5741 40.5713 40.5684 40.5655 40.5626 40.5597 40.5567 40.5537 40.5506 40.5476 40.5444 40.5413 40.5381 40.5349 40.5317 40.5284 40.5251 40.5218 40.5184 40.5150 40.5115 40.5081 40.5046 40.5011 40.4975 40.4939 40.4903 40.4866 40.4829 40.4792 40.4755
