   40.2903    40.2910    40.2915    40.2917    40.2916    40.2912    40.2906    40.2896    40.2883    40.2868    40.2849    40.2828    40.2804    40.2777    40.2747    40.2714    40.2678    40.2639    40.2598    40.2553    40.2506    40.2456    40.2403    40.2346    40.2287    40.2225    40.2161    40.2093    40.2023    40.1949    40.1873    40.1794    40.1711    40.1626    40.1539    40.1448    40.1354    40.1258    40.1158    40.1056    40.0951    40.0843    40.0732 
   40.4248    40.4256    40.4261    40.4263    40.4262    40.4258    40.4251    40.4242    40.4229    40.4213    40.4195    40.4174    40.4149    40.4122    40.4092    40.4059    40.4023    40.3985    40.3943    40.3898    40.3851    40.3800    40.3747    40.3691    40.3632    40.3570    40.3505    40.3437    40.3366    40.3293    40.3216    40.3137    40.3054    40.2969    40.2881    40.2790    40.2696    40.2600    40.2500    40.2397    40.2292    40.2184    40.2073 
   40.5594    40.5602    40.5607    40.5609    40.5608    40.5604    40.5597    40.5588    40.5575    40.5559    40.5541    40.5519    40.5495    40.5468    40.5438    40.5405    40.5369    40.5330    40.5288    40.5243    40.5196    40.5145    40.5092    40.5035    40.4976    40.4914    40.4849    40.4781    40.4710    40.4636    40.4560    40.4480    40.4398    40.4312    40.4224    40.4133    40.4039    40.3942    40.3842    40.3739    40.3633    40.3525    40.3413 
   40.6940    40.6948    40.6953    40.6955    40.6954    40.6950    40.6943    40.6934    40.6921    40.6905    40.6887    40.6865    40.6841    40.6814    40.6784    40.6750    40.6714    40.6675    40.6634    40.6589    40.6541    40.6490    40.6437    40.6380    40.6321    40.6259    40.6193    40.6125    40.6054    40.5980    40.5903    40.5824    40.5741    40.5655    40.5567    40.5476    40.5381    40.5284    40.5184    40.5081    40.4975    40.4866    40.4755 
   40.8287    40.8295    40.8300    40.8302    40.8300    40.8297    40.8290    40.8280    40.8267    40.8252    40.8233    40.8212    40.8187    40.8160    40.8130    40.8096    40.8060    40.8021    40.7979    40.7934    40.7886    40.7836    40.7782    40.7725    40.7666    40.7603    40.7538    40.7470    40.7399    40.7324    40.7247    40.7167    40.7085    40.6999    40.6910    40.6818    40.6724    40.6626    40.6526    40.6423    40.6317    40.6208    40.6096 
   40.9633    40.9641    40.9646    40.9648    40.9647    40.9643    40.9636    40.9627    40.9614    40.9598    40.9579    40.9558    40.9534    40.9506    40.9476    40.9442    40.9406    40.9367    40.9325    40.9280    40.9232    40.9181    40.9127    40.9071    40.9011    40.8948    40.8883    40.8814    40.8743    40.8669    40.8591    40.8511    40.8428    40.8342    40.8253    40.8162    40.8067    40.7969    40.7869    40.7765    40.7659    40.7550    40.7437 
   41.0980    41.0988    41.0993    41.0995    41.0994    41.0990    41.0983    41.0973    41.0961    41.0945    41.0926    41.0905    41.0880    41.0853    41.0822    41.0789    41.0752    41.0713    41.0671    41.0626    41.0578    41.0527    41.0473    41.0416    41.0356    41.0294    41.0228    41.0159    41.0088    41.0013    40.9936    40.9855    40.9772    40.9686    40.9597    40.9505    40.9410    40.9312    40.9211    40.9108    40.9001    40.8891    40.8779 
   41.2327    41.2335    41.2340    41.2342    41.2341    41.2337    41.2330    41.2320    41.2307    41.2292    41.2273    41.2251    41.2227    41.2199    41.2169    41.2135    41.2099    41.2059    41.2017    41.1972    41.1924    41.1873    41.1819    41.1762    41.1702    41.1639    41.1573    41.1504    41.1432    41.1358    41.1280    41.1200    41.1116    41.1030    41.0941    41.0848    41.0753    41.0655    41.0554    41.0450    41.0343    41.0233    41.0121 
   41.3674    41.3682    41.3687    41.3689    41.3688    41.3684    41.3677    41.3667    41.3655    41.3639    41.3620    41.3598    41.3574    41.3546    41.3515    41.3482    41.3445    41.3406    41.3364    41.3318    41.3270    41.3219    41.3165    41.3107    41.3047    41.2984    41.2918    41.2849    41.2778    41.2703    41.2625    41.2544    41.2461    41.2374    41.2285    41.2192    41.2097    41.1998    41.1897    41.1793    41.1686    41.1576    41.1463 
   41.5021    41.5029    41.5034    41.5036    41.5035    41.5031    41.5024    41.5015    41.5002    41.4986    41.4967    41.4945    41.4921    41.4893    41.4862    41.4829    41.4792    41.4753    41.4710    41.4665    41.4616    41.4565    41.4511    41.4454    41.4393    41.4330    41.4264    41.4195    41.4123    41.4048    41.3970    41.3889    41.3805    41.3718    41.3629    41.3536    41.3440    41.3342    41.3240    41.3136    41.3028    41.2918    41.2805 
