     I,   J, ELon(I), ELat(J), Depth m, Angle D, glw_lon, glw_lat,  0.0,  0.0, 1
     1    1  327.265  -19.465   999.00  -28.312  323.192   25.236   0.0   0.0  1
     2    1  327.375  -19.465   999.00  -28.232  323.293   25.285   0.0   0.0  1
     3    1  327.485  -19.465   999.00  -28.153  323.394   25.334   0.0   0.0  1
     4    1  327.595  -19.465   999.00  -28.073  323.495   25.383   0.0   0.0  1
     5    1  327.705  -19.465   999.00  -27.992  323.597   25.432   0.0   0.0  1
     6    1  327.815  -19.465   999.00  -27.912  323.698   25.481   0.0   0.0  1
     7    1  327.925  -19.465   999.00  -27.832  323.800   25.529   0.0   0.0  1
     8    1  328.035  -19.465   999.00  -27.751  323.901   25.578   0.0   0.0  1
     9    1  328.145  -19.465   999.00  -27.671  324.003   25.626   0.0   0.0  1
    10    1  328.255  -19.465   999.00  -27.590  324.105   25.674   0.0   0.0  1
    11    1  328.365  -19.465   999.00  -27.509  324.207   25.722   0.0   0.0  1
    12    1  328.475  -19.465   999.00  -27.428  324.309   25.770   0.0   0.0  1
    13    1  328.585  -19.465   999.00  -27.347  324.412   25.817   0.0   0.0  1
    14    1  328.695  -19.465   999.00  -27.265  324.514   25.865   0.0   0.0  1
    15    1  328.805  -19.465   999.00  -27.184  324.616   25.912   0.0   0.0  1
    16    1  328.915  -19.465   999.00  -27.102  324.719   25.960   0.0   0.0  1
    17    1  329.025  -19.465   999.00  -27.021  324.822   26.007   0.0   0.0  1
    18    1  329.135  -19.465   999.00  -26.939  324.925   26.054   0.0   0.0  1
    19    1  329.245  -19.465   999.00  -26.857  325.028   26.101   0.0   0.0  1
    20    1  329.355  -19.465   999.00  -26.775  325.131   26.148   0.0   0.0  1
    21    1  329.465  -19.465   999.00  -26.693  325.234   26.194   0.0   0.0  1
    22    1  329.575  -19.465   999.00  -26.611  325.337   26.241   0.0   0.0  1
    23    1  329.685  -19.465   999.00  -26.528  325.441   26.287   0.0   0.0  1
    24    1  329.795  -19.465   999.00  -26.446  325.544   26.333   0.0   0.0  1
    25    1  329.905  -19.465   999.00  -26.363  325.648   26.380   0.0   0.0  1
    26    1  330.015  -19.465   999.00  -26.280  325.752   26.426   0.0   0.0  1
    27    1  330.125  -19.465   999.00  -26.197  325.856   26.471   0.0   0.0  1
    28    1  330.235  -19.465   999.00  -26.114  325.960   26.517   0.0   0.0  1
    29    1  330.345  -19.465   999.00  -26.031  326.064   26.563   0.0   0.0  1
    30    1  330.455  -19.465   999.00  -25.948  326.168   26.608   0.0   0.0  1
    31    1  330.565  -19.465   999.00  -25.864  326.272   26.653   0.0   0.0  1
    32    1  330.675  -19.465   999.00  -25.781  326.377   26.699   0.0   0.0  1
    33    1  330.785  -19.465   999.00  -25.697  326.481   26.744   0.0   0.0  1
    34    1  330.895  -19.465   999.00  -25.613  326.586   26.789   0.0   0.0  1
    35    1  331.005  -19.465   999.00  -25.529  326.691   26.833   0.0   0.0  1
    36    1  331.115  -19.465   999.00  -25.445  326.796   26.878   0.0   0.0  1
    37    1  331.225  -19.465   999.00  -25.361  326.901   26.922   0.0   0.0  1
    38    1  331.335  -19.465   999.00  -25.277  327.006   26.967   0.0   0.0  1
    39    1  331.445  -19.465   999.00  -25.192  327.111   27.011   0.0   0.0  1
    40    1  331.555  -19.465   999.00  -25.108  327.217   27.055   0.0   0.0  1
    41    1  331.665  -19.465   999.00  -25.023  327.322   27.099   0.0   0.0  1
    42    1  331.775  -19.465   999.00  -24.938  327.428   27.143   0.0   0.0  1
    43    1  331.885  -19.465   999.00  -24.853  327.534   27.187   0.0   0.0  1
    44    1  331.995  -19.465   999.00  -24.768  327.640   27.230   0.0   0.0  1
    45    1  332.105  -19.465   999.00  -24.683  327.745   27.273   0.0   0.0  1
    46    1  332.215  -19.465   999.00  -24.598  327.852   27.317   0.0   0.0  1
    47    1  332.325  -19.465   999.00  -24.512  327.958   27.360   0.0   0.0  1
    48    1  332.435  -19.465   999.00  -24.427  328.064   27.403   0.0   0.0  1
    49    1  332.545  -19.465   999.00  -24.341  328.171   27.446   0.0   0.0  1
    50    1  332.655  -19.465   999.00  -24.255  328.277   27.488   0.0   0.0  1
    51    1  332.765  -19.465   999.00  -24.169  328.384   27.531   0.0   0.0  1
    52    1  332.875  -19.465   999.00  -24.083  328.490   27.573   0.0   0.0  1
    53    1  332.985  -19.465   999.00  -23.997  328.597   27.615   0.0   0.0  1
    54    1  333.095  -19.465   999.00  -23.911  328.704   27.658   0.0   0.0  1
    55    1  333.205  -19.465   999.00  -23.824  328.811   27.699   0.0   0.0  1
    56    1  333.315  -19.465   999.00  -23.738  328.919   27.741   0.0   0.0  1
    57    1  333.425  -19.465   999.00  -23.651  329.026   27.783   0.0   0.0  1
    58    1  333.535  -19.465   999.00  -23.564  329.133   27.825   0.0   0.0  1
    59    1  333.645  -19.465   999.00  -23.478  329.241   27.866   0.0   0.0  1
    60    1  333.755  -19.465   999.00  -23.391  329.349   27.907   0.0   0.0  1
    61    1  333.865  -19.465   999.00  -23.303  329.456   27.948   0.0   0.0  1
    62    1  333.975  -19.465   999.00  -23.216  329.564   27.989   0.0   0.0  1
    63    1  334.085  -19.465   999.00  -23.129  329.672   28.030   0.0   0.0  1
    64    1  334.195  -19.465   999.00  -23.041  329.780   28.071   0.0   0.0  1
    65    1  334.305  -19.465   999.00  -22.954  329.889   28.111   0.0   0.0  1
    66    1  334.415  -19.465   999.00  -22.866  329.997   28.152   0.0   0.0  1
    67    1  334.525  -19.465   999.00  -22.778  330.105   28.192   0.0   0.0  1
    68    1  334.635  -19.465   999.00  -22.690  330.214   28.232   0.0   0.0  1
    69    1  334.745  -19.465   999.00  -22.602  330.323   28.272   0.0   0.0  1
    70    1  334.855  -19.465   999.00  -22.514  330.431   28.312   0.0   0.0  1
    71    1  334.965  -19.465   999.00  -22.426  330.540   28.351   0.0   0.0  1
    72    1  335.075  -19.465   999.00  -22.337  330.649   28.391   0.0   0.0  1
    73    1  335.185  -19.465   999.00  -22.249  330.758   28.430   0.0   0.0  1
    74    1  335.295  -19.465   999.00  -22.160  330.867   28.469   0.0   0.0  1
    75    1  335.405  -19.465   999.00  -22.071  330.977   28.508   0.0   0.0  1
    76    1  335.515  -19.465   999.00  -21.982  331.086   28.547   0.0   0.0  1
    77    1  335.625  -19.465   999.00  -21.893  331.196   28.586   0.0   0.0  1
    78    1  335.735  -19.465   999.00  -21.804  331.305   28.625   0.0   0.0  1
    79    1  335.845  -19.465   999.00  -21.715  331.415   28.663   0.0   0.0  1
    80    1  335.955  -19.465   999.00  -21.625  331.525   28.701   0.0   0.0  1
    81    1  336.065  -19.465   999.00  -21.536  331.635   28.739   0.0   0.0  1
    82    1  336.175  -19.465   999.00  -21.446  331.745   28.777   0.0   0.0  1
    83    1  336.285  -19.465   999.00  -21.356  331.855   28.815   0.0   0.0  1
    84    1  336.395  -19.465   999.00  -21.267  331.966   28.853   0.0   0.0  1
    85    1  336.505  -19.465   999.00  -21.177  332.076   28.891   0.0   0.0  1
    86    1  336.615  -19.465   999.00  -21.087  332.187   28.928   0.0   0.0  1
    87    1  336.725  -19.465   999.00  -20.996  332.297   28.965   0.0   0.0  1
    88    1  336.835  -19.465   999.00  -20.906  332.408   29.002   0.0   0.0  1
    89    1  336.945  -19.465   999.00  -20.816  332.519   29.039   0.0   0.0  1
